F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-4.23,3.9598,-14.4598,3006.48,-5.697,2899.08,5.718,-0.36867,0,-2737.25,-4870.8,0,172.78,8.104,-44092.74,-8.742,403.95,1740.76,9.20121,-4.988,-14.03,TRUE
-1.23,3.6927,-13.58,1877.08,-8.068,2794.18,5.559,-0.8769,0,-2750.15,11787.24,0,163.928,9.382,-46782.33,-8.4122,1609.35,2057.74,10.8774,-1.75952,-14.93,FALSE
-4.23,4.585,-12.27,1720.68,-9.148,2816.98,2.9292,-4.413,1,-2584.5,11357.94,1,160.8112,9.122,-40440.03,-7.863,3180.75,1869.42,10.3749,-2.1082,,FALSE
-4.23,4.3521,-14.3925,1996.78,-6.7288,4268.78,4.6059,-0.5592,0,-2397.85,10976.4,0,186.46,6.367,-44120.79,-8.3136,-1002.75,2269.34,13.209,-2.6258,,TRUE
-4.23,6.641,-21.787,1464.78,-5.7332,2482.08,4.5177,-0.4098,0,-2529.81,9993.9,0,276,7.074,-46153.23,-8.3046,2306.85,3351.54,10.5048,-2.742,-16.34,TRUE
-1.23,4.947,-21.671,1617.51,-7.2564,2490.08,2.50164,-2.4534,0,-2455.9,5269.2,1,228.22,6.612,-44206.35,-8.783,322.65,2137.94,9.3825,-1.7400645,-15.88,TRUE
-4.23,3.48472,-19.632,1717.77,-13.286,2691.82,7.17,-2.1879,0,-3872.65,10352.7,1,183.18,11.184,-44127.33,-10.348,372.75,1846.696,11.1522,-5.416,,FALSE
-1.23,3.6248,-11.856,1658.08,-5.5854,2493.18,4.1886,-4.701,1,-2267.75,5332.2,1,222.56,6.4758,-44092.35,-9.944,-51.72,2414.74,9.5358,-1.77666,,TRUE
-1.23,3.46547,-14.5488,1661.452,-9.57,2639.16,6.441,-7.116,0,-2314.25,12550.8,0,173.206,9.32,-44207.13,-8.9722,561.45,1780.6,10.8165,-3.6212,-15,FALSE
-1.23,5.145,-14.28739,1693.03,-6.0416,2832.18,3.27,-4.752,0,-2441.98,10360.8,1,178.454,9.604,-44010.03,-8.3708,-1632.75,1661.56,11.2041,-1.91152,-16.2,TRUE
-1.23,4.67,-19.717,1752.3,-5.7738,2695.81,2.40138,-1.1916,1,-2629.45,-5119.8,0,202.98,10.07,-43955.46,-8.4302,2391.75,3293.74,9.19377,-2.061,-14.44,TRUE
-1.23,3.4699,-28.17,1694.28,-5.7734,2733.02,3.0558,-6.789,0,-5091.65,8668.8,1,180.88,7.523,-44201.19,-7.76376,14058.75,3719.74,9.9015,-1.88992,-14.56,TRUE
-4.23,3.8458,-15.588,1695.74,-5.528,2890.58,4.3446,-3.924,0,-2292.95,11707.35,0,163.448,8.136,-44193.57,-10.16,-311.52,1345.74,21.756,-6.074,-13.95,FALSE
-4.23,3.5954,-22.735,2314.38,-6.9784,2925.98,4.083,-0.3378,0,-1779.75,10575.3,0,160.8414,8.306,-44157.318,-9.4,-985.65,1600.94,10.4988,-2.0564,-16.39,TRUE
-4.23,5.004,-19.167,1499.58,-6.052,2288.58,7.263,-1.3869,1,-2443.86,11144.7,1,263.72,6.7952,-44114.94,-8.3642,429.75,2595.14,17.262,-1.83522,-15.1,TRUE
-4.23,5.194,-13.227,1847.68,-8.126,3024.68,3.3855,-2.7339,0,-2620.85,11062.2,1,177.616,8.402,-44084.85,-9.744,196.35,1973.98,17.082,-1.83462,-15.17,TRUE
-4.23,3.47582,-18.269,1732.7,-10.036,3355.38,5.769,-3.966,0,-4003.65,10572.3,0,163.442,6.5354,-45044.43,-8.1088,2430.15,1967.7,11.0991,-1.742668,-14.21,TRUE
-1.23,3.8982,-14.5877,259.48,-9.508,2638.11,2.39025,-0.32424,1,-2172.25,11479.11,0,170.258,10.368,-202470.03,-14.548,-123.909,1884.4,10.872,-2.0866,,FALSE
-1.23,5.95,-18.44,1674.32,-6.1418,2938.58,3.2022,-7.068,0,-2454.62,11905.59,1,181.7,8.116,-44164.713,-8.592,-35.76,2845.74,14.385,-2.1148,-14.32,FALSE
-4.23,3.9129,-16.901,1639.88,-10.152,2731.68,2.51085,-2.634,1,-2284.45,6520.2,1,165.366,8.058,-43917.63,-8.6946,-204.06,1948.56,9.6387,-3.842,,TRUE
-1.23,4.674,-22.033,1719.75,-5.7292,4341.78,4.2795,-6.9,0,-2645.05,10479.9,1,162.492,6.3114,-44143.068,-7.76078,7998.75,3396.74,11.1867,-2.345,-15.4,TRUE
-1.23,4.3415,-13.024,1677.586,-8.63,2917.38,3.1731,-10.911,0,-2436.77,11395.8,1,163.754,7.8428,-44265.78,-9.126,-3.18,2017.16,10.9749,-4.234,-16.09,FALSE
-1.23,4.527,-16.151,1882.58,-5.4884,2752.88,5.58,-0.7626,0,-2596.74,11622.774,1,166.604,10.91,-44327.13,-8.0974,3375.75,5133.54,16.521,-1.76966,-13.36,FALSE
-1.23,3.47937,-7.564,1662.078,-6.9518,2687.39,4.3833,-3.411,0,-2263.75,11518.02,0,174.524,11.354,-44116.47,-10.472,27.72,1717.7,15.921,-2.6756,-16.42,FALSE
-4.23,5.348,-26.38,1726.31,-6.9252,3703.28,9.339,-4.2,1,-2548.26,11917.26,0,161.122,6.3662,-44223.06,-7.9764,1922.55,1871.02,11.0142,-2.2108,,FALSE
-4.23,3.44826,-9.915,1688.38,-6.8944,2903.98,3.2328,-4.908,1,-1229.65,10266.9,0,196.04,8.496,-44147.607,-9.5778,62.31,2451.54,9.4779,-1.79934,-15.79,TRUE
-4.23,4.545,-16.322,1635.37,-5.4964,2669.11,3.3357,-3.867,0,-2383.35,10273.5,0,163.05,9.318,-44362.95,-10.338,-323.7,1139.34,10.5321,-4.372,,TRUE
-4.23,3.8855,-21.469,1664.252,-6.0566,2606.78,2.5989,-2.9712,0,-2519.938,11107.2,0,240.04,7.4174,-43668.33,-8.8534,390.75,1901.82,13.668,-2.1106,,TRUE
-1.23,6.193,-22.321,1808.28,-5.5606,2845.68,2.517,-2.8236,1,-2554.54,12359.7,0,195.28,10.7,-44227.14,-7.8438,2830.35,597.74,13.098,-1.87996,,FALSE
-4.23,3.8208,-24.96,1678.576,-5.37916,2718.14,3.2295,-3.0135,1,-2611.41,12202.8,1,165.24,11.996,-44156.391,-9.3696,852.45,7895.54,10.4787,-3.0708,-15.57,TRUE
-4.23,4.28,-15.835,1641.39,-5.7352,2668.9,7.668,-3.906,0,-2396.05,11141.7,1,171.21,7.566,-44156.508,-8.922,110.55,3092.94,14.022,-2.4318,,TRUE
-1.23,4.1104,-8.102,1646.07,-6.7578,2244.08,4.4013,-4.941,0,-2596.64,10994.4,0,161.3992,6.9442,-44251.59,-12.134,281.25,2265.74,13.38,-2.5496,-16.77,TRUE
-1.23,4.391,-8.479,1720.45,-9.134,2567.28,2.41506,-2.2617,0,-2587.31,12158.4,0,163.032,6.4058,-44140.35,-10.61,221.85,1662.88,14.658,-2.0892,-14.56,FALSE
-4.23,3.5436,-9.039,1677.311,-8.722,2913.68,2.8665,-5.616,0,-1692.35,9989.4,1,160.54466,7.1356,-44017.92,-9.5264,-682.35,1780.56,10.9131,-2.2628,,FALSE
-4.23,4.769,-13.8347,1813.88,-6.3612,2675.06,2.314527,-1.431,1,-2666.65,12568.5,0,206.22,7.0064,-44247.72,-12.29,394.35,1847.412,11.4672,-5.094,,FALSE
-4.23,4.686,-12.911,1753.42,-6.854,2932.28,4.1289,-1.4508,0,-2451.9,10577.7,0,170.762,7.8956,-44096.79,-9.1436,-358.23,2033.54,10.7856,-2.1448,-16.24,TRUE
-1.23,5.254,-10.859,1686.2,-5.7262,2842.98,5.706,-4.35,1,-2467.93,6910.2,0,171.464,8.636,-44380.71,-8.9746,-294.36,2913.34,9.6108,-4.19,,TRUE
-1.23,3.7868,-15.548,1814.68,-8.146,2779.12,4.9602,-1.7844,1,-2753.35,12734.4,0,176.878,13.272,-44274.9,-11.788,204.15,2065.14,9.8688,-3.0598,-14.55,FALSE
-1.23,4.793,-14.33184,1714.08,-5.43086,3712.38,2.48886,-5.13,0,-2590.78,11250,0,230.28,6.2696,-44210.52,-8.1612,1913.85,3174.34,10.8873,-6.14,,FALSE
-4.23,3.8842,-25.32,1738.6,-6.1108,3611.78,5.673,-4.041,0,-2666.45,8329.2,1,168.718,6.5004,-44122.86,-10.846,3.15,1980.56,9.5331,-1.744118,,FALSE
-4.23,3.8051,-18.238,1663.512,-9.672,2678.73,7.344,-7.38,1,-2279.85,7582.2,1,168.568,7.7338,-44113.11,-8.0142,-1006.95,1802.22,9.7335,-2.0422,,FALSE
-1.23,5.735,-14.0297,1666.221,-6.5294,2624.49,3.7158,-1.6773,0,-2523.97,12175.2,0,160.7484,8.45,-44136.819,-9.2272,505.05,1494.14,12.225,-1.76348,-14.16,FALSE
-4.23,5.782,-18.677,1448.28,-8.284,2388.58,4.3884,-0.7812,1,-2469.84,9954.9,0,166.288,6.6446,-44175.021,-8.3818,-95.16,1966.2,11.7987,-2.8856,-16.41,TRUE
-4.23,4.3622,-6.714,1636.42,-7.52,2725.478,5.511,-0.6594,0,-2466.39,16780.2,1,208.44,14.226,-44061.57,-8.4874,961.05,2108.74,9.18624,-1.82754,,TRUE
-4.23,4.948,-14.5366,1734.39,-8.76,7459.78,3.609,-6.285,1,-2607.16,13262.1,0,169.016,6.1056,-44226.36,-8.7054,669.15,1719.96,10.6899,-2.052,-14.6,FALSE
-4.23,4.545,-16.307,1668.044,-5.6614,2763.52,6.531,-9.852,0,-2360.35,14061,1,171.314,12.996,-44160.547,-11.652,-214.2,3050.34,9.5514,-2.0226,,TRUE
-1.23,4.157,-13.4679,1698.28,-5.5382,2683.71,4.3554,-1.5189,0,-2656.05,9202.5,1,173.804,11.266,-44123.04,-10.224,510.45,3522.14,10.2114,-5.076,,TRUE
-4.23,3.6766,-10.547,1625.55,-6.6894,1851.88,6.78,-3.405,0,-2221.55,10917,1,172.232,6.274,-44100,-8.539,333.45,2152.14,13.719,-2.0044,-15.32,TRUE
-4.23,4.837,-8.155,1823.08,-9.662,3587.88,8.556,-2.0103,0,-2526.78,12271.5,0,186.34,6.7668,-43779.63,-7.9478,891.45,1892.98,11.5257,-2.7702,,TRUE
-1.23,4.496,-20.365,1749.92,-6.0286,2835.28,2.526,-3.72,1,-2625.15,11857.2,0,210.56,10.374,-44136.477,-9.3908,727.95,2686.54,12.867,-2.9684,,TRUE
-1.23,3.5244,-16.857,1727.33,-6.1018,2744.44,4.1403,-2.1201,0,-2755.85,10901.7,1,168.9,10.368,-44135.997,-8.1364,1057.95,1724.74,9.411,-6.012,-13.78,FALSE
-1.23,6.684,-11.713,1674.388,-7.762,2509.08,5.703,-7.119,1,-2545.3,11745.54,1,194.36,6.8168,-44228.94,-9.948,781.05,2017.22,15.084,-1.8462,,TRUE
-4.23,3.8142,-9.662,1736.56,-8.014,2776.75,2.9535,-0.40476,0,-2213.75,11689.59,0,161.1672,8.79,-44565.33,-9.3966,-521.85,1696.14,11.8605,-1.93326,-14.57,FALSE
-4.23,5.726,-8.415,1716.35,-7.39,3475.98,9.825,-4.326,1,-2519.424,11738.91,1,239.52,6.6064,-44540.73,-7.77924,3387.75,2052.14,14.958,-1.90196,-14.81,TRUE
-1.23,5.017,-14.9591,1719.72,-6.1744,3341.38,2.37123,-2.3745,1,-2485.43,12097.2,1,170.988,6.416,-44169.888,-10.69,-145.41,1580.74,11.334,-2.6886,,FALSE
-1.23,4.732,-9.748,1699.79,-5.8892,2700.18,3.2001,-2.1498,1,-2582.81,11882.4,0,171.344,8.39,-44137.875,-9.1642,1174.05,2669.34,14.364,-3.0682,-14.61,FALSE
-1.23,4.3744,-12.623,2007.08,-7.544,3014.48,8.355,-1.1655,0,-2706.55,11801.07,1,178.824,7.7992,-44176.953,-8.9568,1393.05,2138.54,17.85,-4.308,,FALSE
-1.23,4.501,-12.163,1816.78,-5.8802,2746,2.54937,-1.6782,0,-2703.45,7300.2,1,199.08,8.176,-44146.134,-8.6284,1686.75,2217.34,9.6408,-2.156,,TRUE
-1.23,3.5364,-16.157,1907.38,-5.7526,2896.88,6,-0.6531,0,-1732.05,11315.1,1,180.418,8.44,-44247.99,-8.426,-1441.95,1591.14,17.085,-1.7400638,,TRUE
-4.23,3.8125,-14.507,1876.68,-6.5614,2373.88,5.871,-0.33468,0,-2593.7,-3928.8,0,173.772,6.4714,-43960.38,-12.138,-69.9,1477.94,9.21858,-3.0276,,TRUE
-1.23,3.735,-12.647,1613.32,-5.4794,2095.48,6.462,-3.258,1,-2044.75,11104.5,1,207.22,6.13444,-44142.798,-7.72536,459.45,5775.54,15.609,-1.758112,-14.4,TRUE
-4.23,4.1559,-13.4078,1680.52,-5.5926,2652.26,6.36,-4.377,0,-2651.95,11787.06,1,182.46,7.8092,-44017.32,-11.95,357.75,3351.34,15.135,-5.78,,TRUE
-1.23,4.3793,-12.232,1707.93,-5.6486,2829.18,3.0579,-1.6365,0,-2398.45,11784.87,1,178.348,8.474,-44216.01,-13.386,-227.25,1256.74,15.858,-1.74362,,FALSE
-4.23,3.4422,-16.802,1867.88,-12.296,2880.68,6.624,-1.866,0,-5398.65,11912.73,0,179.636,9.592,-44158.3,-7.898,5049.75,1910.68,15.468,-1.751132,,FALSE
-4.23,3.9972,-14.0863,1743.76,-10.058,3026.98,2.8956,-4.011,0,-2742.85,10400.7,0,171.656,7.348,-44064.06,-7.8088,4578.75,1946.8,11.8461,-1.811,-16.13,TRUE
-4.23,4.2683,-20.033,1696.94,-6.7358,4283.78,4.8201,-3.621,1,-2343.35,11707.53,1,169.75,6.2918,-44217.69,-9.82,-538.35,1834.232,14.238,-2.7538,,FALSE
-4.23,4.2329,-17.992,2309.98,-5.38828,4276.78,7.314,-0.38106,0,-2421.48,11080.5,0,164.842,6.3174,-44198.07,-10.056,-330.93,4799.54,13.014,-3.2286,,TRUE
-4.23,4.2675,-11.819,1711,-5.7806,2708.186,7.467,-2.6181,1,-2674.75,9281.7,1,188.8,9.172,-43962.48,-10.344,595.65,3285.74,10.1349,-2.3324,,TRUE
-1.23,7.042,-13.012,1848.08,-10.234,2693.13,2.9139,-0.5814,1,-2543.03,7654.2,1,202.12,10.16,-44102.82,-9.1596,801.45,1904.86,9.765,-3.2246,-15.98,TRUE
-1.23,4.2639,-14.1977,1683.28,-7.954,3058.88,6.054,-6.972,0,-2428.26,11682.45,1,217.88,7.1314,-44099.91,-9.608,-59.52,2022.52,12.396,-2.2074,-15.25,FALSE
-4.23,5.768,-15.1774,1692.26,-8.198,2777.81,7.287,-1.2153,0,-2523.16,12944.4,0,166.962,6.9918,-44128.95,-9.5212,718.65,2115.34,9.7032,-2.3644,,FALSE
-1.23,5.141,-13.8898,1663.193,-5.41534,2833.68,3.087,-1.9368,1,-2440.3,11335.74,1,221.8,6.4552,-44176.998,-8.4444,-1028.55,-1712.46,10.8519,-2.5228,,FALSE
-1.23,3.5243,-14.6179,1849.38,-7.824,3043.48,2.8647,-0.6588,1,-1962.15,11714.7,0,170.796,7.1506,-44256.75,-9.1842,-73.86,1973.52,16.131,-4.344,-13.61,FALSE
-4.23,3.5591,-15.303,1699.55,-5.65,3338.98,3.4086,-3.708,1,-2025.55,11211.3,1,180.8,6.6996,-44258.49,-10.52,-229.29,3268.74,14.541,-4.758,,TRUE
-4.23,6.043,-10.728,1853.98,-5.7798,3076.88,8.982,-1.668,0,-2542.98,19051.2,0,190.34,7.2996,-44181.972,-9.794,183.75,1566.94,9.24687,-1.75944,,FALSE
-4.23,3.6956,-20.115,1707.56,-5.5138,3396.68,3.0549,-7.053,1,-2804.95,12195.3,0,170.636,6.7462,-44166.981,-13.366,80.49,4361.54,10.4103,-1.74464,,TRUE
-1.23,3.6554,-13.175,1689.15,-8.002,2674.14,3.4413,-2.181,1,-2863.25,9382.2,0,169.256,8.034,-44180.874,-12.536,217.05,2111.94,10.131,-3.284,,TRUE
-4.23,3.6265,-14.3419,1704,-7.4,2887.28,2.34087,-2.1882,1,-1836.75,10817.1,1,194.62,8.084,-44141.289,-8.2098,-2521.35,1643.74,11.5803,-3.4126,-13.93,FALSE
-1.23,3.47098,-22.935,1754.34,-5.37502,2683.07,4.4871,-0.9141,0,-3034.55,11087.4,0,204.02,7.1096,-44291.85,-10.456,90.96,1506.54,13.689,-6.89,,TRUE
-4.23,3.839,-5.448,1647.62,-6.1104,2521.48,2.60217,-3.291,0,-2550.08,11541.15,0,228.42,7.8668,-44207.7,-11.804,103.95,1551.14,14.274,-2.015,-13.62,FALSE
-1.23,6.885,-6.495,1713.75,-6.4718,3150.98,5.028,-5.739,1,-2577.12,9308.4,1,171.258,6.2606,-44071.47,-10.658,520.65,2246.54,10.5012,-3.163,,TRUE
-4.23,3.48209,-12.216,1726.06,-10.096,2735.5,5.994,-3.1227,0,-4865.65,-190.8,1,174.79,9.486,-44139.213,-9.0682,1777.95,2094.34,9.24489,-2.1442,,TRUE
-4.23,4.2692,-9.657,1633.12,-6.816,2611.88,3.204,-3.963,1,-2406.75,12513.6,1,160.71188,8.574,-44083.77,-7.8058,2330.85,1812.78,9.9321,-2.8204,-15.29,FALSE
-4.23,4.697,-16.884,1684.52,-9.808,3007.18,8.844,-8.91,0,-2466.62,11346.57,0,203.26,7.1642,-44166.123,-8.454,-742.05,1825.294,17.187,-1.74399,,TRUE
-4.23,5.019,-13.132,1681.36,-5.5352,3206.88,5.313,-4.47,0,-2424.13,15142.2,1,168.218,6.9572,-43827.33,-10.262,-133.983,3983.54,9.8013,-1.762,-15.32,TRUE
-4.23,7.013,-20.866,1662.721,-7.2594,2353.78,3.1836,-7.869,0,-2485.16,11324.7,1,181.84,6.14828,-43750.23,-9.3798,-276.96,1817.94,17.088,-1.7405428,-15.16,FALSE
-1.23,4.458,-18.723,1644.39,-7.2514,1405.78,6.93,-10.269,1,-2389.45,9475.5,1,167.19,6.2788,-44225.37,-8.3764,759.75,2285.54,10.5861,-2.3006,-14.05,TRUE
-1.23,6.787,-23.361,1884.38,-9.82,2692.56,4.4634,-0.42456,0,-2524.02,7033.2,0,181.08,7.438,-44190.42,-8.8298,415.65,1845.664,9.5937,-1.83812,,TRUE
-4.23,3.7192,-11.087,1665.93,-5.8322,2340.98,6.162,-2.2347,0,-2589.29,11497.65,1,163.576,6.505,-44080.05,-11.24,128.94,1613.74,11.5317,-3.2066,,FALSE
-1.23,4.1057,-27.12,1806.98,-6.528,3043.38,3.7668,-2.3208,1,-2570.53,9540.6,1,177.21,8.006,-44170.641,-8.2768,-102.15,2155.34,10.5747,-3.2102,-16.22,TRUE
-1.23,4.973,-17.41,1454.48,-7.0254,2452.68,3.1134,-1.38,0,-2411.55,11885.31,0,223.76,7.3138,-44101.05,-10.978,70.95,2173.14,10.9605,-1.78688,-13.89,FALSE
-4.23,4.988,-17.497,1654.34,-5.6652,2657.14,2.7393,-3.0465,0,-2482.17,10577.7,0,164.332,6.7324,-44197.56,-7.798,3390.75,2838.54,9.5292,-1.79706,,FALSE
-1.23,3.8677,-22.742,1683.04,-7.0936,2918.08,4.6314,-5.253,1,-2314.35,11909.58,1,173.028,7.4966,-44261.55,-7.69378,-1440.15,1857.706,12.408,-2.2154,,TRUE
-4.23,6.114,-14.4386,1602.75,-7.678,2465.88,3.5157,-0.8403,1,-2504.561,6661.2,0,177.13,6.7242,-44117.37,-8.4584,363.45,1861.008,9.6639,-1.77488,,FALSE
-4.23,4.716,-16.977,1631.98,-8.108,2716.8,3.3816,-1.6359,1,-2421.78,11760.39,0,164.862,9.902,-44091.48,-7.8596,-601.65,1790.16,12.942,-1.742676,,FALSE
-1.23,3.5649,-24.7,1869.98,-5.3772,2740.74,4.3512,-0.708,1,-2892.85,11276.7,0,237.4,8.528,-44219.64,-8.6918,636.45,2641.74,15.51,-2.655,-15.25,TRUE
-4.23,3.5143,-10.76,1647.17,-6.2654,2697.34,4.8159,-5.769,0,-1333.65,11865.39,1,180.68,12.678,-44302.59,-8.5526,-196.17,1756.34,11.9349,-3.2534,,FALSE
-1.23,4.608,-20.453,1693.1,-8.47,2740.82,3.0858,-3.342,1,-2458.64,12373.8,0,162.515,14.806,-44578.83,-8.1456,-259.47,1751.82,10.7982,-2.2446,-14.14,FALSE
-1.23,4.2678,-9.485,1714.72,-5.9716,3037.88,5.1714,-7.749,0,-2699.95,12012.3,1,173.444,7.686,-44144.874,-8.6604,1459.65,2484.54,13.026,-3.5568,,FALSE
-1.23,4.803,-14.954,1663.973,-6.1906,3841.78,2.6193,-2.3415,0,-2397.65,10570.5,0,161.4224,6.2134,-44068.2,-11.178,-350.76,2148.54,10.9113,-3.0922,,TRUE
-4.23,3.6166,-11.292,2268.88,-5.8018,3449.98,3.4188,-0.6753,0,-2777.45,11446.89,0,209.92,6.8462,-44256.9,-9.1984,-57.51,2072.54,18.837,-1.7409834,-14.84,TRUE
-4.23,3.7003,-17.94,1666.399,-5.8736,2549.98,2.60553,-5.82,0,-2751.05,11106.6,0,160.9412,7.6066,-44131.815,-8.3446,1900.35,2513.94,14.736,-4.018,,TRUE
-1.23,6.429,-16.594,1666.43,-5.6808,2096.38,4.449,-9.516,1,-2499.65,9635.7,1,168.416,6.15794,-44161.545,-8.2456,333.45,2122.34,10.512,-2.1834,,TRUE
-4.23,3.6632,-14.0385,2028.68,-7.638,3016.28,4.7163,-0.5439,1,-1957.85,10920.9,1,160.8624,8.028,-44085.99,-11.982,-505.65,1888.92,14.685,-4.45,-14.37,FALSE
-1.23,5.416,-17.026,1583.9,-7.2574,2636.29,4.7499,-2.0988,0,-2466.23,2359.2,0,225.46,9.452,-44238.39,-8.353,472.05,2102.14,9.4017,-3.4016,-16.7,TRUE
-4.23,3.46443,-15.517,1702.13,-9.144,3122.98,5.826,-9,1,-3304.65,11445.51,1,230.54,7.2528,-44142.234,-10.676,-104.19,1834.186,19.635,-3.3242,,FALSE
-1.23,5.762,-12.077,1680.262,-7.47,3018.68,6.213,-3.0528,0,-2452.56,11966.7,1,177.564,7.323,-44130.438,-9.89,-173.706,2081.14,13.818,-1.76154,-14.72,FALSE
-4.23,4.0962,-19.332,1700.02,-9.51,3579.68,6.84,-1.9512,0,-2332.75,7930.2,0,174.996,6.468,-43574.43,-9.1932,-485.55,1998.42,9.9273,-1.90792,-15.08,TRUE
-4.23,4.1676,-11.531,2398.38,-7.688,2718.114,2.50278,-0.30636,0,-2699.05,12294.6,0,174.994,8.47,-44243.19,-8.1886,3933.75,2055.54,12.195,-2.2492,-13.07,FALSE
-1.23,5.071,-19.807,2447.58,-6.491,3360.58,3.2706,-0.43428,0,-2481.29,8182.2,1,174.702,7.0092,-44163.279,-8.3168,-996.15,2150.34,9.9783,-2.7366,,TRUE
-4.23,3.963,-22.758,1686.7,-8.958,2173.18,4.4199,-6.3,0,-2818.25,11205.9,1,173.222,6.2008,-44355.78,-8.2538,3219.75,2018.72,15.948,-3.3138,,TRUE
-4.23,3.5689,-17.129,2046.88,-6.968,4586.78,4.3356,-0.7458,0,-2988.45,10372.8,0,233.82,6.2004,-44264.7,-8.1854,1360.05,2212.34,11.4057,-2.0848,,TRUE
-4.23,4.408,-17.198,1767.16,-7.884,2693.95,5.1666,-0.4785,1,-2597.54,5452.2,1,193.28,12.05,-43969.41,-10.166,457.05,2017.32,9.4518,-1.754528,,TRUE
-1.23,3.7643,-15.699,1917.88,-5.36546,2814.16,5.583,-0.9939,0,-2679.95,11256,0,324.1,9.29,-44127.15,-9.914,114.51,1226.14,10.0566,-1.79256,-14.84,FALSE
-1.23,5.011,-8.957,1672.443,-5.629,2626.66,6.15,-2.0691,1,-2526.7,11290.5,1,176.504,7.3776,-44256.42,-10.104,195.75,2224.74,15.888,-4.528,,TRUE
-4.23,3.8029,-3.11,1759.42,-7.718,3047.08,4.8993,-3.54,0,-2640.25,11277,0,163.168,7.92,-44180.406,-9.3618,7.95,1938.06,12.351,-1.84742,,TRUE
-1.23,3.7222,-6.828,1871.38,-5.45408,3057.48,4.1295,-0.8127,1,-2133.85,9804.3,0,167.934,7.5408,-44139.021,-8.0416,-2919.75,2286.34,11.1075,-2.536,-16.2,TRUE
-4.23,3.5091,-13.4658,1712.93,-7.566,2944.48,3.4107,-2.9904,0,-1816.75,10074.6,1,170.16,7.6922,-44177.97,-8.7368,-820.05,1826.956,10.8744,-4.742,-15.08,FALSE
-4.23,3.8367,-15.0596,1857.78,-6.5394,2306.78,6.612,-0.5841,1,-2685.85,11809.11,1,200.6,6.12286,-44541.33,-8.617,1096.95,1748.52,11.2215,-1.753812,,FALSE
-4.23,4.2719,-17.156,1624.14,-5.588,2715.049,4.9635,-3.1377,1,-2285.85,11646.15,0,175.004,7.8976,-44194.98,-7.8428,-1998.45,2192.94,11.388,-2.7332,,FALSE
-4.23,6.161,-8.745,1683.66,-7.1702,2548.68,3.2367,-4.26,1,-2554.34,11850.66,0,174.604,6.7152,-44124.24,-13.078,253.35,2042.54,14.619,-2.308,,TRUE
-4.23,3.48584,-5.634,1753.47,-11.34,3614.68,3.0798,-3.837,0,-4026.65,10828.8,0,164.948,6.3842,-44142.108,-8.0598,1118.25,1816.14,13.293,-2.0666,-14.08,TRUE
-4.23,4.0636,-15.843,1676.373,-11.98,3004.08,4.818,-7.245,0,-2206.85,11806.56,1,171.872,7.654,-44103.24,-9.88,-691.05,1841.2138,11.0379,-1.76256,,FALSE
-4.23,4.0945,-19.709,1702.43,-5.8044,3485.48,8.724,-4.158,1,-2323.45,7465.2,0,165.85,6.6128,-43973.16,-10.324,-638.25,1313.54,9.4866,-1.76962,-12.75,FALSE
-4.23,3.8361,-15.565,1687.67,-5.9692,2211.88,6.639,-1.3059,0,-2636.85,5437.2,1,161.5384,6.10258,-44161.853,-7.828,5964.75,2791.54,9.3729,-1.76204,,TRUE
-1.23,4.631,-20.302,1596.12,-8.816,1184.78,3.3576,-1.395,0,-2472.72,11191.5,1,163.184,6.1495,-44238.45,-9.1246,-24.93,1856.164,19.098,-2.3612,-15.31,TRUE
-4.23,4.0432,-9.178,1676.299,-9.406,3193.88,5.982,-8.265,0,-2357.45,11181.9,0,168.196,6.6422,-44185.308,-7.8484,-1288.05,1945.86,14.319,-2.1102,-16.9,TRUE
-1.23,4.1779,-19.838,1666.427,-8.03,2859.68,2.8062,-10.05,0,-2232.85,12020.7,1,169.342,8.758,-44450.64,-8.562,-516.45,2009.8,17.997,-2.9548,,FALSE
-1.23,3.5632,-14.8969,1694.54,-6.0774,2962.58,2.58669,-8.466,0,-2937.05,8743.8,1,227.18,7.4924,-44126.52,-8.2546,1308.45,2552.14,9.7185,-3.0816,,TRUE
-1.23,5.442,-9.214,1676.149,-6.0662,3802.78,3.0306,-0.6465,1,-2474.83,9862.8,0,234.06,6.11802,-44201.88,-8.1438,-13.23,2453.54,10.6041,-2.011,-14.14,TRUE
-4.23,3.5473,-11.01,1657.92,-6.7284,2664.44,4.5225,-2.6298,0,-2409.85,11782.08,0,164.138,9.032,-44375.07,-11.46,62.82,1733.6,14.307,-1.76372,,FALSE
-1.23,6.214,-21.859,1744.46,-5.5744,2521.88,3.7773,-0.7842,0,-2569.3,11992.8,0,169.802,7.0806,-44113.74,-8.2542,3891.75,3659.34,10.8303,-1.88526,,FALSE
-1.23,3.5297,-21.849,1461.08,-7.0598,2495.48,2.8602,-0.5931,1,-2523.78,21763.2,1,161.1906,7.6226,-44217.78,-13.772,73.23,1720.32,9.2592,-2.696,-13.76,FALSE
-1.23,6.874,-8.938,1707.43,-13.608,1870.48,2.8017,-0.8658,1,-2559.94,11779.26,1,184.06,6.3688,-44193.99,-9.2858,1393.95,1877.28,11.8911,-6.056,-15.68,TRUE
